indice_tiempo,region_de_destino,categoria_del_hotel,tasa_de_ocupacion_plazas,observaciones
2020-05-01,Cuyo,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Cuyo,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Cuyo,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Cuyo,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Córdoba,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Córdoba,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Córdoba,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Córdoba,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Córdoba,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Litoral,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Litoral,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Litoral,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Litoral,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Litoral,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Norte,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Norte,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Norte,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Norte,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Norte,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Patagonia,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Patagonia,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Patagonia,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Patagonia,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-05-01,Patagonia,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel region_de_destinoal y nacional se presentaron en cero."
2020-06-01,Buenos Aires,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Norte,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Norte,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Norte,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Norte,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Norte,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Patagonia,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Patagonia,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Patagonia,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Patagonia,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Patagonia,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Buenos Aires,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Buenos Aires,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Buenos Aires,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Buenos Aires,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Buenos Aires,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,CABA,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,CABA,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Cuyo,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Cuyo,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Cuyo,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Cuyo,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Cuyo,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Córdoba,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Córdoba,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Córdoba,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Córdoba,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Córdoba,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Litoral,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Litoral,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Litoral,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Litoral,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Litoral,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Norte,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Norte,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Norte,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Norte,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Norte,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Patagonia,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Patagonia,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Patagonia,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Patagonia,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Patagonia,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Buenos Aires,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Buenos Aires,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Buenos Aires,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Buenos Aires,Para Hoteles,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Buenos Aires,Total,,Emergencia sanitaria. La información a nivel region_de_destinoal no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
