periodo;rama_sector;fbkf_$2004
2015;519. Venta al por mayor de mercancías n.c.p.; 189 
2015;521. Venta al por menor excepto la especializada; 1.008 
2015;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados; 313 
2015;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 898 
2015;524. Venta al por menor de artículos usados excluidos automotores y motocicletas; -   
2015;525. Venta al por menor no realizada en establecimientos; 12 
2015;526. Reparación de efectos personales y enseres domésticos; 0 
2015;H - Servicios de hotelería y restaurantes; 788 
2015;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 500 
2015;552. Servicios de expendio de comidas y bebidas; 288 
2015;I - Servicios de transporte, de almacenamiento y de comunicaciones; 13.663 
2015;601. Servicio de transporte ferroviario; 1.287 
2015;602. Servicio de transporte automotor; 3.267 
2015;603. Servicio de transporte por tuberías; 64 
2015;611. Servicio de transporte marítimo; 116 
2015;612. Servicio de transporte fluvial; 102 
2015;621. Servicio de transporte aéreo de cargas; 27 
2015;622. Servicio de transporte aéreo de pasajeros; 1.287 
2015;631. Servicios de manipulación de carga; 64 
2015;632. Servicios de almacenamiento y depósito; 131 
2015;633. Servicios complementarios para el transporte; 387 
2015;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 81 
2015;635. Servicios de gestión y logística para el transporte de mercaderías; 129 
2015;641. Servicios de correos;-18 
2015;642. Servicios de telecomunicaciones; 6.741 
2015;J - Intermediación financiera y otros servicios financieros; 2.511 
2015;651. Intermediación monetaria y financiera de la banca central; 33 
2015;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 2.188 
2015;659. Servicios financieros excepto los de la banca central y las entidades financieras;-326 
2015;661. Servicios de seguros; 608 
2015;662. Servicios de administración de fondos de jubilaciones y pensiones;-38 
2015;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 21 
2015;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 25 
2015;K - Servicios inmobiliarios, empresariales y de alquiler; 4.234 
2015;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 2.061 
2015;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 59 
2015;711. Alquiler de equipo de transporte; 214 
2015;712. Alquiler de maquinaria y equipo n.c.p.; 214 
2015;713. Alquiler de efectos personales y enseres domésticos n.c.p.; 1 
2015;721. Servicios de consultores en equipo de informática; 4 
2015;722. Servicios de consultores en informática y suministros de programas de informática; 172 
2015;723. Procesamiento de datos; 119 
2015;724. Servicios relacionados con bases de datos; 24 
2015;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 5 
2015;729. Actividades de informática n.c.p.; 244 
2015;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 125 
2015;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades; 3 
2015;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 82 
2015;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 64 
2015;743. Servicios de publicidad; 125 
2015;749. Servicios empresariales n.c.p.; 719 
2015;L - Administración pública, defensa y seguridad social obligatoria; 4 
2015;751. Servicios de la administración pública;-5 
2015;752. Prestación pública de servicios a la comunidad en general; 3 
2015;753. Servicios de la seguridad social obligatoria; 7 
2015;M - Enseñanza; 626 
2015;801. Enseñanza inicial y primaria; 154 
2015;802. Enseñanza secundaria; 54 
2015;803. Enseñanza superior y formación de posgrado; 397 
2015;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 22 
2015;N - Servicios sociales y de salud; 1.215 
2015;851. Servicios relacionados con la salud humana; 1.163 
2015;852. Servicios veterinarios; 2 
2015;853. Servicios sociales; 50 
2015;O - Servicios comunitarios, sociales y personales n.c.p.; 3.381 
2015;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 298 
2015;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 131 
2015;912. Servicios de sindicatos; 1.061 
2015;919. Servicios de asociaciones n.c.p.; 880 
2015;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 158 
2015;922. Servicios de agencias de noticias; 4 
2015;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.;-1 
2015;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 840 
2015;930. Servicios n.c.p.; 10 
2015;Otras actividades; 2 
2016;Reproductiva Privada Total; 86.752 
2016;A - Agricultura, ganadería, caza y silvicultura; 3.852 
2016;011. Cultivos agrícolas; 1.930 
2016;012. Cría de animales; 1.622 
2016;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 226 
2016;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos; 0 
2016;020. Silvicultura, extracción de madera y servicios conexos; 74 
2016;B - Pesca y servicios conexos; 195 
2016;050. Pesca y servicios conexos; 195 
2016;C - Explotación de minas y canteras; 14.625 
2016;101. Extracción y aglomeración de carbón; 0 
2016;102. Extracción y aglomeración de lignito; -   
2016;103. Extracción y aglomeración de turba; -   
2016;111. Extracción de petróleo crudo y gas natural; 11.893 
2016;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 692 
2016;120. Extracción de minerales y concentrados de uranio y torio; -   
2016;131. Extracción de minerales de hierro; -   
2016;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 1.700 
2016;141. Extracción de piedra, arena y arcillas; 64 
2016;142. Explotación de minas y canteras n.c.p.; 277 
2016;D - Industria manufacturera; 20.726 
2016;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 2.682 
2016;152.Elaboración de productos lácteos; 873 
2016;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 1.334 
2016;154. Elaboración de productos alimenticios n.c.p.; 804 
2016;155. Elaboración de bebidas; 1.266 
2016;160. Elaboración de productos de tabaco; 92 
2016;171. Fabricación de hilados y tejidos, acabado de productos textiles; 281 
2016;172. Fabricación de productos textiles n.c.p.; 87 
2016;173. Fabricación de tejidos de punto y artículos de punto y ganchillo; 10 
2016;181. Confección de prendas de vestir, excepto prendas de piel; 78 
2016;"182. Terminación y teñido de pieles; fabricación de artículos de piel"; 0 
2016;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería"; 52 
2016;192. Fabricación de calzado y de sus partes; 63 
2016;201. Aserrado y cepillado de madera; 46 
2016;202. Fabricación de productos de madera, corcho, paja y materiales trenzables; 57 
2016;210. Fabricación de papel y productos de papel; 809 
2016;221. Edición; 58 
2016;222. Impresión y servicios conexos; 169 
2016;223. Reproducción de grabaciones;-0 
2016;231. Fabricación de productos de hornos de coque; 0 
2016;232. Fabricación de productos de la refinación del petróleo; 2.559 
2016;233. Elaboración de combustible nuclear; 61 
2016;241. Fabricación de sustancias químicas básicas; 1.097 
2016;242. Fabricación de productos químicos n.c.p.; 1.504 
2016;243. Fabricación de fibras manufacturadas;-17 
2016;251. Fabricación de productos de caucho; 174 
2016;252. Fabricación de productos de plástico; 471 
2016;261. Fabricación de vidrio y productos de vidrio; 84 
2016;269. Fabricación de productos minerales no metálicos n.c.p.; 520 
2016;271. Industrias básicas de hierro y acero; 425 
2016;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos; 106 
2016;273. Fundición de metales; 55 
2016;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 93 
2016;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"; 0 
2016;291. Fabricación de maquinaria de uso general; 357 
2016;292. Fabricación de maquinaria de uso especial; 55 
2016;293. Fabricación de aparatos de uso doméstico n.c.p.; 113 
2016;300. Fabricación de maquinaria de oficina, contabilidad e informática; 41 
2016;311. Fabricación de motores, generadores y transformadores eléctricos; 288 
2016;312. Fabricación de aparatos de distribución y control de energía eléctrica; 96 
2016;313. Fabricación de hilos y cables aislados; 67 
2016;314. Fabricación de acumuladores y de pilas y baterías primarias; 12 
2016;315. Fabricación de lámparas eléctricas y equipo de iluminación; 10 
2016;319. Fabricación de equipo eléctrico n.c.p.; 14 
2016;321. Fabricación de tubos, válvulas y otros componentes electrónicos; 7 
2016;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos; 24 
2016;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos; 35 
2016;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 24 
2016;332. Fabricación de instrumentos de óptica y equipo fotográfico; 8 
2016;333. Fabricación de relojes; -   
2016;341. Fabricación de vehículos automotores; 3.179 
2016;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 48 
2016;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 261 
2016;351. Construcción y reparación de buques y embarcaciones n.c.p.; 26 
2016;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías; 4 
2016;353. Fabricación y reparación de aeronaves; 57 
2016;359. Fabricación de equipo de transporte n.c.p.; 24 
2016;361. Fabricación de muebles y colchones; 88 
2016;369. Industrias manufactureras n.c.p.;-22 
2016;371. Reciclamiento de desperdicios y desechos metálicos; 9 
2016;372. Reciclamiento de desperdicios y desechos no metálicos; 9 
2016;E - Electricidad, gas y agua; 9.931 
2016;401. Generación, transporte y distribución de energía eléctrica; 6.400 
2016;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías; 2.743 
2016;403. Suministro de vapor y agua caliente; -   
2016;410. Captación, depuración y distribución de agua; 788 
2016;F - Construcción; 3.631 
2016;451. Preparación de terrenos para obras; 246 
2016;452. Construcción de edificios y sus partes y obras de ingeniería civil; 2.581 
2016;453. Instalaciones para edificios y obras de ingeniería civil; 626 
2016;454. Terminación de edificios y obras de ingeniería civil; 13 
2016;455. Alquiler de equipo de construcción o demolición dotado de operarios; 165 
2016;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 5.513 
2016;501. Venta de vehículos automotores, excepto motocicletas; 476 
2016;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 48 
2016;503. Venta de partes, piezas y accesorios de vehículos automotores; 117 
2016;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 26 
