periodo;rama_sector;fbkf_$2004
2013;111. Extracción de petróleo crudo y gas natural; 22.344 
2013;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 1.157 
2013;120. Extracción de minerales y concentrados de uranio y torio; -   
2013;131. Extracción de minerales de hierro; 3 
2013;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 1.313 
2013;141. Extracción de piedra, arena y arcillas; 139 
2013;142. Explotación de minas y canteras n.c.p.; 7.971 
2013;D - Industria manufacturera; 17.395 
2013;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 1.173 
2013;152.Elaboración de productos lácteos; 593 
2013;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 510 
2013;154. Elaboración de productos alimenticios n.c.p.; 505 
2013;155. Elaboración de bebidas; 1.125 
2013;160. Elaboración de productos de tabaco; 356 
2013;171. Fabricación de hilados y tejidos, acabado de productos textiles; 177 
2013;172. Fabricación de productos textiles n.c.p.; 200 
2013;173. Fabricación de tejidos de punto y artículos de punto y ganchillo;-78 
2013;181. Confección de prendas de vestir, excepto prendas de piel; 75 
2013;"182. Terminación y teñido de pieles; fabricación de artículos de piel";-0 
2013;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería"; 35 
2013;192. Fabricación de calzado y de sus partes; 49 
2013;201. Aserrado y cepillado de madera; 22 
2013;202. Fabricación de productos de madera, corcho, paja y materiales trenzables; 13 
2013;210. Fabricación de papel y productos de papel; 1.532 
2013;221. Edición; 91 
2013;222. Impresión y servicios conexos; 386 
2013;223. Reproducción de grabaciones; 1 
2013;231. Fabricación de productos de hornos de coque;-1 
2013;232. Fabricación de productos de la refinación del petróleo; 514 
2013;233. Elaboración de combustible nuclear; 85 
2013;241. Fabricación de sustancias químicas básicas; 1.506 
2013;242. Fabricación de productos químicos n.c.p.; 2.207 
2013;243. Fabricación de fibras manufacturadas; 7 
2013;251. Fabricación de productos de caucho; 299 
2013;252. Fabricación de productos de plástico; 686 
2013;261. Fabricación de vidrio y productos de vidrio; 200 
2013;269. Fabricación de productos minerales no metálicos n.c.p.; 148 
2013;271. Industrias básicas de hierro y acero; 600 
2013;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos; 275 
2013;273. Fundición de metales; 231 
2013;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 99 
2013;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"; 558 
2013;291. Fabricación de maquinaria de uso general; 181 
2013;292. Fabricación de maquinaria de uso especial; 264 
2013;293. Fabricación de aparatos de uso doméstico n.c.p.; 183 
2013;300. Fabricación de maquinaria de oficina, contabilidad e informática; 43 
2013;311. Fabricación de motores, generadores y transformadores eléctricos;-48 
2013;312. Fabricación de aparatos de distribución y control de energía eléctrica;-30 
2013;313. Fabricación de hilos y cables aislados; 57 
2013;314. Fabricación de acumuladores y de pilas y baterías primarias; 12 
2013;315. Fabricación de lámparas eléctricas y equipo de iluminación; 4 
2013;319. Fabricación de equipo eléctrico n.c.p.; 31 
2013;321. Fabricación de tubos, válvulas y otros componentes electrónicos; 137 
2013;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos; 23 
2013;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos; 155 
2013;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 27 
2013;332. Fabricación de instrumentos de óptica y equipo fotográfico; 6 
2013;333. Fabricación de relojes; -   
2013;341. Fabricación de vehículos automotores; 725 
2013;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 47 
2013;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 602 
2013;351. Construcción y reparación de buques y embarcaciones n.c.p.; 60 
2013;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías; 19 
2013;353. Fabricación y reparación de aeronaves; 131 
2013;359. Fabricación de equipo de transporte n.c.p.; 86 
2013;361. Fabricación de muebles y colchones; 222 
2013;369. Industrias manufactureras n.c.p.; 189 
2013;371. Reciclamiento de desperdicios y desechos metálicos; 47 
2013;372. Reciclamiento de desperdicios y desechos no metálicos; 47 
2013;E - Electricidad, gas y agua; 9.830 
2013;401. Generación, transporte y distribución de energía eléctrica; 8.867 
2013;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías; 72 
2013;403. Suministro de vapor y agua caliente; -   
2013;410. Captación, depuración y distribución de agua; 891 
2013;F - Construcción; 1.787 
2013;451. Preparación de terrenos para obras; 277 
2013;452. Construcción de edificios y sus partes y obras de ingeniería civil;-174 
2013;453. Instalaciones para edificios y obras de ingeniería civil; 1.292 
2013;454. Terminación de edificios y obras de ingeniería civil; 2 
2013;455. Alquiler de equipo de construcción o demolición dotado de operarios; 391 
2013;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 5.822 
2013;501. Venta de vehículos automotores, excepto motocicletas; 352 
2013;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas;-41 
2013;503. Venta de partes, piezas y accesorios de vehículos automotores; 137 
2013;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 86 
2013;505. Venta al por menor de combustible para vehículos automotores y motocicletas; 422 
2013;511. Venta al por mayor en comisión o consignación; 586 
2013;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 1.131 
2013;513. Venta al por mayor de artículos de uso doméstico y/o personal; 16 
2013;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 558 
2013;515. Venta al por mayor de máquinas, equipo y materiales conexos; 562 
2013;519. Venta al por mayor de mercancías n.c.p.; 178 
2013;521. Venta al por menor excepto la especializada; 1.073 
2013;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados; 213 
2013;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 558 
2013;524. Venta al por menor de artículos usados excluidos automotores y motocicletas; -   
2013;525. Venta al por menor no realizada en establecimientos; 12 
2013;526. Reparación de efectos personales y enseres domésticos;-20 
2013;H - Servicios de hotelería y restaurantes; 729 
2013;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 463 
2013;552. Servicios de expendio de comidas y bebidas; 266 
2013;I - Servicios de transporte, de almacenamiento y de comunicaciones; 9.944 
2013;601. Servicio de transporte ferroviario;-90 
2013;602. Servicio de transporte automotor; 3.197 
2013;603. Servicio de transporte por tuberías; 121 
2013;611. Servicio de transporte marítimo; 168 
2013;612. Servicio de transporte fluvial; 52 
2013;621. Servicio de transporte aéreo de cargas; 5 
2013;622. Servicio de transporte aéreo de pasajeros; 167 
2013;631. Servicios de manipulación de carga; 148 
2013;632. Servicios de almacenamiento y depósito; 197 
2013;633. Servicios complementarios para el transporte;-393 
2013;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 36 
2013;635. Servicios de gestión y logística para el transporte de mercaderías; 205 
2013;641. Servicios de correos; 27 
2013;642. Servicios de telecomunicaciones; 6.105 
2013;J - Intermediación financiera y otros servicios financieros; 8.251 
2013;651. Intermediación monetaria y financiera de la banca central; 98 
2013;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 6.412 
2013;659. Servicios financieros excepto los de la banca central y las entidades financieras; 405 
2013;661. Servicios de seguros; 1.259 
2013;662. Servicios de administración de fondos de jubilaciones y pensiones; 2 
2013;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 48 
2013;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 28 
2013;K - Servicios inmobiliarios, empresariales y de alquiler; 4.106 
2013;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 2.329 
2013;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata;-190 
2013;711. Alquiler de equipo de transporte; 65 
2013;712. Alquiler de maquinaria y equipo n.c.p.; 324 
2013;713. Alquiler de efectos personales y enseres domésticos n.c.p.;-2 
2013;721. Servicios de consultores en equipo de informática; 4 
2013;722. Servicios de consultores en informática y suministros de programas de informática; 165 
2013;723. Procesamiento de datos; 199 
2013;724. Servicios relacionados con bases de datos; 40 
2013;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 0 
2013;729. Actividades de informática n.c.p.; 232 
2013;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales;-27 
2013;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades; 47 
2013;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 111 
2013;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 205 
2013;743. Servicios de publicidad; 103 
2013;749. Servicios empresariales n.c.p.; 501 
2013;L - Administración pública, defensa y seguridad social obligatoria; 189 
2013;751. Servicios de la administración pública; 188 
2013;752. Prestación pública de servicios a la comunidad en general;-0 
2013;753. Servicios de la seguridad social obligatoria; 1 
2013;M - Enseñanza; 244 
2013;801. Enseñanza inicial y primaria; 128 
2013;802. Enseñanza secundaria; 2 
2013;803. Enseñanza superior y formación de posgrado; 101 
2013;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 13 
2013;N - Servicios sociales y de salud; 422 
2013;851. Servicios relacionados con la salud humana; 376 
2013;852. Servicios veterinarios; 2 
2013;853. Servicios sociales; 44 
2013;O - Servicios comunitarios, sociales y personales n.c.p.; 2.620 
2013;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 202 
2013;911. Servicios de organizaciones empresariales, profesionales y de empleadores;-740 
2013;912. Servicios de sindicatos; 1.474 
2013;919. Servicios de asociaciones n.c.p.; 883 
2013;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 131 
2013;922. Servicios de agencias de noticias; 8 
2013;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 69 
2013;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 861 
2013;930. Servicios n.c.p.;-267 
2013;Otras actividades; 2 
2014;Reproductiva Privada Total; 88.666 
2014;A - Agricultura, ganadería, caza y silvicultura; 3.472 
2014;011. Cultivos agrícolas; 1.387 
2014;012. Cría de animales; 1.751 
2014;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 182 
2014;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos; 1 
2014;020. Silvicultura, extracción de madera y servicios conexos; 151 
2014;B - Pesca y servicios conexos; 154 
2014;050. Pesca y servicios conexos; 154 
2014;C - Explotación de minas y canteras; 17.892 
2014;101. Extracción y aglomeración de carbón;-1 
2014;102. Extracción y aglomeración de lignito; -   
2014;103. Extracción y aglomeración de turba; -   
2014;111. Extracción de petróleo crudo y gas natural; 16.388 
2014;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 1.882 
2014;120. Extracción de minerales y concentrados de uranio y torio; -   
2014;131. Extracción de minerales de hierro; 399 
2014;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 2.481 
2014;141. Extracción de piedra, arena y arcillas; 102 
2014;142. Explotación de minas y canteras n.c.p.;-3.359 
2014;D - Industria manufacturera; 20.570 
2014;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 2.495 
2014;152.Elaboración de productos lácteos; 1.169 
2014;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 386 
2014;154. Elaboración de productos alimenticios n.c.p.; 656 
2014;155. Elaboración de bebidas; 1.448 
2014;160. Elaboración de productos de tabaco; 24 
2014;171. Fabricación de hilados y tejidos, acabado de productos textiles; 157 
2014;172. Fabricación de productos textiles n.c.p.; 129 
2014;173. Fabricación de tejidos de punto y artículos de punto y ganchillo; 11 
2014;181. Confección de prendas de vestir, excepto prendas de piel; 73 
2014;"182. Terminación y teñido de pieles; fabricación de artículos de piel"; 0 
2014;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería"; 129 
2014;192. Fabricación de calzado y de sus partes; 59 
2014;201. Aserrado y cepillado de madera; 35 
2014;202. Fabricación de productos de madera, corcho, paja y materiales trenzables; 55 
2014;210. Fabricación de papel y productos de papel; 1.039 
2014;221. Edición; 61 
2014;222. Impresión y servicios conexos; 108 
2014;223. Reproducción de grabaciones; 0 
2014;231. Fabricación de productos de hornos de coque; 2 
2014;232. Fabricación de productos de la refinación del petróleo; 1.595 
2014;233. Elaboración de combustible nuclear; 59 
2014;241. Fabricación de sustancias químicas básicas; 1.053 
2014;242. Fabricación de productos químicos n.c.p.; 1.575 
2014;243. Fabricación de fibras manufacturadas; 8 
2014;251. Fabricación de productos de caucho; 245 
2014;252. Fabricación de productos de plástico; 441 
2014;261. Fabricación de vidrio y productos de vidrio; 146 
2014;269. Fabricación de productos minerales no metálicos n.c.p.; 381 
2014;271. Industrias básicas de hierro y acero; 1.148 
2014;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos; 151 
2014;273. Fundición de metales; 65 
2014;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 146 
2014;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales";-1 
2014;291. Fabricación de maquinaria de uso general; 266 
2014;292. Fabricación de maquinaria de uso especial; 197 
2014;293. Fabricación de aparatos de uso doméstico n.c.p.; 216 
2014;300. Fabricación de maquinaria de oficina, contabilidad e informática; 65 
2014;311. Fabricación de motores, generadores y transformadores eléctricos; 699 
2014;312. Fabricación de aparatos de distribución y control de energía eléctrica; 233 
2014;313. Fabricación de hilos y cables aislados; 13 
2014;314. Fabricación de acumuladores y de pilas y baterías primarias; 10 
2014;315. Fabricación de lámparas eléctricas y equipo de iluminación; 3 
2014;319. Fabricación de equipo eléctrico n.c.p.; 18 
2014;321. Fabricación de tubos, válvulas y otros componentes electrónicos; 6 
2014;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos; 7 
2014;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos; 88 
2014;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 29 
2014;332. Fabricación de instrumentos de óptica y equipo fotográfico; 7 
2014;333. Fabricación de relojes; -   
2014;341. Fabricación de vehículos automotores; 2.697 
2014;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 25 
2014;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 326 
2014;351. Construcción y reparación de buques y embarcaciones n.c.p.;-11 
2014;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías; 16 
2014;353. Fabricación y reparación de aeronaves; 173 
2014;359. Fabricación de equipo de transporte n.c.p.; 44 
2014;361. Fabricación de muebles y colchones; 96 
2014;369. Industrias manufactureras n.c.p.; 236 
2014;371. Reciclamiento de desperdicios y desechos metálicos; 30 
2014;372. Reciclamiento de desperdicios y desechos no metálicos; 30 
2014;E - Electricidad, gas y agua; 13.675 
2014;401. Generación, transporte y distribución de energía eléctrica; 9.029 
2014;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías; 3.284 
2014;403. Suministro de vapor y agua caliente; 0 
2014;410. Captación, depuración y distribución de agua; 1.363 
2014;F - Construcción; 3.756 
2014;451. Preparación de terrenos para obras; 237 
2014;452. Construcción de edificios y sus partes y obras de ingeniería civil; 2.854 
2014;453. Instalaciones para edificios y obras de ingeniería civil; 517 
2014;454. Terminación de edificios y obras de ingeniería civil; 1 
2014;455. Alquiler de equipo de construcción o demolición dotado de operarios; 147 
2014;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 5.304 
2014;501. Venta de vehículos automotores, excepto motocicletas; 325 
2014;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 43 
2014;503. Venta de partes, piezas y accesorios de vehículos automotores; 116 
2014;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 39 
2014;505. Venta al por menor de combustible para vehículos automotores y motocicletas; 294 
2014;511. Venta al por mayor en comisión o consignación; 648 
2014;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 714 
2014;513. Venta al por mayor de artículos de uso doméstico y/o personal; 425 
2014;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 382 
2014;515. Venta al por mayor de máquinas, equipo y materiales conexos; 312 
2014;519. Venta al por mayor de mercancías n.c.p.; 178 
2014;521. Venta al por menor excepto la especializada; 870 
2014;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados; 236 
2014;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 701 
2014;524. Venta al por menor de artículos usados excluidos automotores y motocicletas; -   
2014;525. Venta al por menor no realizada en establecimientos; 20 
2014;526. Reparación de efectos personales y enseres domésticos; 1 
2014;H - Servicios de hotelería y restaurantes; 782 
2014;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 578 
2014;552. Servicios de expendio de comidas y bebidas; 204 
2014;I - Servicios de transporte, de almacenamiento y de comunicaciones; 9.435 
2014;601. Servicio de transporte ferroviario; 397 
2014;602. Servicio de transporte automotor; 2.699 
2014;603. Servicio de transporte por tuberías; 134 
2014;611. Servicio de transporte marítimo; 24 
2014;612. Servicio de transporte fluvial; 57 
2014;621. Servicio de transporte aéreo de cargas; 26 
2014;622. Servicio de transporte aéreo de pasajeros; 564 
2014;631. Servicios de manipulación de carga; 29 
2014;632. Servicios de almacenamiento y depósito; 127 
2014;633. Servicios complementarios para el transporte; 311 
2014;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 88 
2014;635. Servicios de gestión y logística para el transporte de mercaderías; 90 
2014;641. Servicios de correos; 11 
2014;642. Servicios de telecomunicaciones; 4.879 
2014;J - Intermediación financiera y otros servicios financieros; 5.498 
2014;651. Intermediación monetaria y financiera de la banca central; 26 
2014;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 1.694 
2014;659. Servicios financieros excepto los de la banca central y las entidades financieras; 3.309 
2014;661. Servicios de seguros; 362 
2014;662. Servicios de administración de fondos de jubilaciones y pensiones; 53 
2014;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 36 
2014;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 17 
2014;K - Servicios inmobiliarios, empresariales y de alquiler; 3.929 
2014;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 1.572 
2014;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 114 
2014;711. Alquiler de equipo de transporte; 96 
2014;712. Alquiler de maquinaria y equipo n.c.p.; 261 
2014;713. Alquiler de efectos personales y enseres domésticos n.c.p.; 4 
2014;721. Servicios de consultores en equipo de informática; 3 
2014;722. Servicios de consultores en informática y suministros de programas de informática; 120 
2014;723. Procesamiento de datos; 206 
2014;724. Servicios relacionados con bases de datos; 41 
2014;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 9 
2014;729. Actividades de informática n.c.p.; 171 
2014;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 82 
2014;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades; 1 
2014;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 191 
2014;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 227 
2014;743. Servicios de publicidad; 106 
2014;749. Servicios empresariales n.c.p.; 724 
2014;L - Administración pública, defensa y seguridad social obligatoria; 63 
2014;751. Servicios de la administración pública; 61 
2014;752. Prestación pública de servicios a la comunidad en general; 4 
2014;753. Servicios de la seguridad social obligatoria;-1 
2014;M - Enseñanza; 171 
2014;801. Enseñanza inicial y primaria; 101 
2014;802. Enseñanza secundaria; 26 
2014;803. Enseñanza superior y formación de posgrado; 33 
2014;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 11 
2014;N - Servicios sociales y de salud; 1.105 
2014;851. Servicios relacionados con la salud humana; 1.114 
2014;852. Servicios veterinarios; 2 
2014;853. Servicios sociales;-11 
2014;O - Servicios comunitarios, sociales y personales n.c.p.; 2.860 
2014;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 447 
2014;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 41 
2014;912. Servicios de sindicatos; 759 
2014;919. Servicios de asociaciones n.c.p.; 752 
2014;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 107 
2014;922. Servicios de agencias de noticias; 5 
2014;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 10 
2014;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 710 
2014;930. Servicios n.c.p.; 28 
2014;Otras actividades; 0 
2015;Reproductiva Privada Total; 95.055 
2015;A - Agricultura, ganadería, caza y silvicultura; 3.726 
2015;011. Cultivos agrícolas; 1.562 
2015;012. Cría de animales; 1.852 
2015;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 233 
2015;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos; 1 
2015;020. Silvicultura, extracción de madera y servicios conexos; 80 
2015;B - Pesca y servicios conexos; 329 
2015;050. Pesca y servicios conexos; 329 
2015;C - Explotación de minas y canteras; 22.490 
2015;101. Extracción y aglomeración de carbón;-0 
2015;102. Extracción y aglomeración de lignito; -   
2015;103. Extracción y aglomeración de turba; -   
2015;111. Extracción de petróleo crudo y gas natural; 21.499 
2015;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 2.257 
2015;120. Extracción de minerales y concentrados de uranio y torio; -   
2015;131. Extracción de minerales de hierro;-44 
2015;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio;-296 
2015;141. Extracción de piedra, arena y arcillas; 57 
2015;142. Explotación de minas y canteras n.c.p.;-983 
2015;D - Industria manufacturera; 21.721 
2015;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 1.082 
2015;152.Elaboración de productos lácteos; 1.823 
2015;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 443 
2015;154. Elaboración de productos alimenticios n.c.p.; 1.365 
2015;155. Elaboración de bebidas; 1.571 
2015;160. Elaboración de productos de tabaco; 248 
2015;171. Fabricación de hilados y tejidos, acabado de productos textiles; 229 
2015;172. Fabricación de productos textiles n.c.p.; 126 
2015;173. Fabricación de tejidos de punto y artículos de punto y ganchillo; 10 
2015;181. Confección de prendas de vestir, excepto prendas de piel; 77 
2015;"182. Terminación y teñido de pieles; fabricación de artículos de piel";-0 
2015;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería"; 65 
2015;192. Fabricación de calzado y de sus partes; 124 
2015;201. Aserrado y cepillado de madera; 43 
2015;202. Fabricación de productos de madera, corcho, paja y materiales trenzables; 63 
2015;210. Fabricación de papel y productos de papel; 1.551 
2015;221. Edición; 125 
2015;222. Impresión y servicios conexos; 151 
2015;223. Reproducción de grabaciones; 2 
2015;231. Fabricación de productos de hornos de coque;-0 
2015;232. Fabricación de productos de la refinación del petróleo; 693 
2015;233. Elaboración de combustible nuclear; 71 
2015;241. Fabricación de sustancias químicas básicas; 1.251 
2015;242. Fabricación de productos químicos n.c.p.; 1.653 
2015;243. Fabricación de fibras manufacturadas; 18 
2015;251. Fabricación de productos de caucho; 244 
2015;252. Fabricación de productos de plástico; 704 
2015;261. Fabricación de vidrio y productos de vidrio; 149 
2015;269. Fabricación de productos minerales no metálicos n.c.p.; 852 
2015;271. Industrias básicas de hierro y acero; 633 
2015;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos; 58 
2015;273. Fundición de metales; 86 
2015;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 192 
2015;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"; 2 
2015;291. Fabricación de maquinaria de uso general; 384 
2015;292. Fabricación de maquinaria de uso especial; 339 
2015;293. Fabricación de aparatos de uso doméstico n.c.p.; 174 
2015;300. Fabricación de maquinaria de oficina, contabilidad e informática; 71 
2015;311. Fabricación de motores, generadores y transformadores eléctricos; 102 
2015;312. Fabricación de aparatos de distribución y control de energía eléctrica; 34 
2015;313. Fabricación de hilos y cables aislados; 50 
2015;314. Fabricación de acumuladores y de pilas y baterías primarias; 10 
2015;315. Fabricación de lámparas eléctricas y equipo de iluminación; 7 
2015;319. Fabricación de equipo eléctrico n.c.p.; 30 
2015;321. Fabricación de tubos, válvulas y otros componentes electrónicos;-23 
2015;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos; 18 
2015;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos; 69 
2015;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 38 
2015;332. Fabricación de instrumentos de óptica y equipo fotográfico; 15 
2015;333. Fabricación de relojes; -   
2015;341. Fabricación de vehículos automotores; 3.731 
2015;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 22 
2015;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 532 
2015;351. Construcción y reparación de buques y embarcaciones n.c.p.; 119 
2015;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías;-20 
2015;353. Fabricación y reparación de aeronaves; 46 
2015;359. Fabricación de equipo de transporte n.c.p.; 17 
2015;361. Fabricación de muebles y colchones; 95 
2015;369. Industrias manufactureras n.c.p.; 150 
2015;371. Reciclamiento de desperdicios y desechos metálicos; 4 
2015;372. Reciclamiento de desperdicios y desechos no metálicos; 4 
2015;E - Electricidad, gas y agua; 10.774 
2015;401. Generación, transporte y distribución de energía eléctrica; 6.675 
2015;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías; 3.226 
2015;403. Suministro de vapor y agua caliente; -   
2015;410. Captación, depuración y distribución de agua; 873 
2015;F - Construcción; 2.834 
2015;451. Preparación de terrenos para obras; 216 
2015;452. Construcción de edificios y sus partes y obras de ingeniería civil; 1.880 
2015;453. Instalaciones para edificios y obras de ingeniería civil; 530 
2015;454. Terminación de edificios y obras de ingeniería civil; 8 
2015;455. Alquiler de equipo de construcción o demolición dotado de operarios; 200 
2015;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 6.756 
2015;501. Venta de vehículos automotores, excepto motocicletas; 349 
2015;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 30 
2015;503. Venta de partes, piezas y accesorios de vehículos automotores; 232 
2015;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 70 
2015;505. Venta al por menor de combustible para vehículos automotores y motocicletas; 415 
2015;511. Venta al por mayor en comisión o consignación; 734 
2015;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 953 
2015;513. Venta al por mayor de artículos de uso doméstico y/o personal; 563 
2015;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 542 
2015;515. Venta al por mayor de máquinas, equipo y materiales conexos; 446 
